Card	Time1	Time2	Time3
1495000	3.8899e+006	3.7521e+006	3.6495e+006
1497500	3.6194e+006	4.2404e+006	3.6221e+006
1500000	3.671e+006	3.6631e+006	4.1116e+006
1502500	3.6763e+006	3.6821e+006	3.7159e+006
1505000	3.6597e+006	3.658e+006	3.7634e+006
1507500	3.8555e+006	3.6717e+006	3.6611e+006
1510000	3.6859e+006	3.6945e+006	3.7031e+006
1512500	3.7117e+006	3.721e+006	3.8737e+006
1515000	3.7019e+006	3.6715e+006	3.7172e+006
1517500	3.6693e+006	3.7285e+006	3.687e+006
1520000	3.7812e+006	3.6982e+006	3.7217e+006
1522500	3.6817e+006	3.7647e+006	4.1244e+006
1525000	3.7584e+006	3.7755e+006	4.1623e+006
1527500	4.0706e+006	3.7156e+006	3.7872e+006
1530000	3.7647e+006	3.7162e+006	3.7395e+006
1532500	3.757e+006	3.7259e+006	4.2557e+006
1535000	3.743e+006	3.7503e+006	3.7491e+006
1537500	3.7832e+006	3.7332e+006	3.719e+006
1540000	4.4026e+006	3.745e+006	3.7394e+006
1542500	4.1862e+006	3.7313e+006	4.8217e+006
1545000	3.8204e+006	3.7601e+006	4.0794e+006
1547500	4.0314e+006	3.8088e+006	4.1176e+006
1550000	3.969e+006	3.8338e+006	3.7798e+006
1552500	3.7685e+006	3.8234e+006	4.2374e+006
1555000	3.7602e+006	3.8132e+006	3.7872e+006
1557500	3.783e+006	3.7702e+006	3.8095e+006
1560000	3.8373e+006	3.8035e+006	6.9206e+006
1562500	4.663e+006	4.7044e+006	3.785e+006
1565000	3.8011e+006	3.8422e+006	4.2255e+006
1567500	3.8286e+006	3.8455e+006	3.953e+006
1570000	3.8371e+006	3.8663e+006	4.3671e+006
1572500	3.8296e+006	3.8505e+006	4.3292e+006
1575000	3.8515e+006	3.8704e+006	3.8502e+006
1577500	3.8503e+006	3.8721e+006	3.8575e+006
1580000	3.8686e+006	3.8715e+006	3.8682e+006
1582500	3.866e+006	3.8646e+006	3.8444e+006
1585000	3.8503e+006	3.8552e+006	3.8914e+006
1587500	3.8891e+006	4.3497e+006	3.885e+006
1590000	3.9546e+006	4.238e+006	6.3387e+006
1592500	3.8858e+006	4.0631e+006	4.5154e+006
1595000	3.9344e+006	3.8994e+006	4.5977e+006
1597500	3.9051e+006	4.3614e+006	9.3135e+006
1600000	3.9126e+006	3.9427e+006	4.3842e+006
1602500	3.9278e+006	3.8775e+006	4.2839e+006
1605000	3.9039e+006	3.9056e+006	3.9297e+006
1607500	3.9102e+006	3.8884e+006	4.4601e+006
1610000	3.9114e+006	3.9334e+006	4.0977e+006
1612500	3.9013e+006	3.9302e+006	3.9354e+006
1615000	3.9452e+006	3.9124e+006	3.9584e+006
1617500	3.9487e+006	3.9307e+006	3.9731e+006
1620000	3.9559e+006	3.9545e+006	4.0293e+006
1622500	3.9233e+006	4.0007e+006	4.262e+006
1625000	3.9635e+006	3.9738e+006	3.9909e+006
1627500	3.9883e+006	4.0595e+006	3.9405e+006
1630000	4.0344e+006	3.9781e+006	3.9684e+006
1632500	3.9685e+006	3.9673e+006	4.0085e+006
1635000	4.544e+006	4.0294e+006	4.0161e+006
1637500	3.9964e+006	3.9595e+006	4.8658e+006
1640000	4.5471e+006	3.9967e+006	3.9825e+006
1642500	4.0595e+006	4.0317e+006	3.9701e+006
1645000	4.0149e+006	4.0157e+006	4.0016e+006
1647500	4.7136e+006	4.0446e+006	4.0105e+006
1650000	3.9895e+006	4.0217e+006	4.0133e+006
1652500	4.0451e+006	4.0463e+006	4.0414e+006
1655000	4.0427e+006	4.0596e+006	4.0578e+006
1657500	4.042e+006	4.0488e+006	4.0418e+006
1660000	4.0482e+006	4.0645e+006	4.0946e+006
1662500	4.0589e+006	4.078e+006	4.0509e+006
1665000	4.0906e+006	4.0451e+006	4.0847e+006
1667500	4.0798e+006	4.0319e+006	4.04e+006
1670000	4.0552e+006	4.0863e+006	4.0608e+006
1672500	4.0438e+006	4.0456e+006	4.0664e+006
1675000	4.0626e+006	4.0944e+006	4.0729e+006
1677500	4.1056e+006	4.0818e+006	4.081e+006
1680000	4.0911e+006	4.7567e+006	4.0872e+006
1682500	4.1195e+006	4.4931e+006	4.7316e+006
1685000	4.1098e+006	4.1838e+006	4.2777e+006
1687500	4.1466e+006	4.1081e+006	4.1644e+006
1690000	4.0921e+006	4.1094e+006	4.1078e+006
1692500	4.1418e+006	4.1304e+006	4.1175e+006
1695000	4.9093e+006	4.1546e+006	4.1758e+006
1697500	4.9656e+006	4.1006e+006	4.101e+006
1700000	4.116e+006	4.1113e+006	4.1674e+006
1702500	4.1481e+006	4.1616e+006	4.1351e+006
1705000	5.0274e+006	4.1589e+006	4.991e+006
1707500	4.1831e+006	4.1662e+006	4.1491e+006
1710000	4.2527e+006	4.1844e+006	4.1861e+006
1712500	4.1589e+006	4.1963e+006	4.1661e+006
1715000	8.5384e+006	4.166e+006	5.7765e+006
1717500	4.2085e+006	4.1608e+006	4.2113e+006
1720000	4.2164e+006	4.2012e+006	4.1951e+006
1722500	4.2572e+006	4.2088e+006	4.2218e+006
1725000	4.6676e+006	4.2356e+006	4.2388e+006
1727500	4.3308e+006	4.2029e+006	4.2219e+006
1730000	5.2089e+006	4.2028e+006	4.19e+006
1732500	4.239e+006	4.2535e+006	4.2192e+006
1735000	4.3854e+006	4.2224e+006	4.2439e+006
1737500	4.2116e+006	4.2483e+006	4.2498e+006
1740000	4.2537e+006	4.2653e+006	4.269e+006
1742500	4.2646e+006	4.2629e+006	4.2774e+006
1745000	4.2243e+006	4.2442e+006	4.2535e+006
1747500	4.2683e+006	4.3086e+006	4.2421e+006
1750000	4.5128e+006	4.2669e+006	4.2337e+006
1752500	4.237e+006	4.2606e+006	4.2675e+006
1755000	4.2927e+006	4.2774e+006	4.3096e+006
1757500	4.3363e+006	4.3121e+006	4.2837e+006
1760000	4.2643e+006	4.2627e+006	4.2921e+006
1762500	4.2826e+006	4.2761e+006	4.2941e+006
1765000	4.3076e+006	6.1125e+006	4.3449e+006
1767500	4.3019e+006	4.8608e+006	4.3539e+006
1770000	4.3358e+006	4.5142e+006	4.9401e+006
1772500	4.2952e+006	4.3176e+006	4.3376e+006
1775000	4.3392e+006	4.3432e+006	9.8246e+006
1777500	4.5273e+006	4.3184e+006	4.3685e+006
1780000	4.3041e+006	4.3075e+006	4.3105e+006
1782500	4.3544e+006	4.3651e+006	4.3375e+006
1785000	4.3627e+006	4.3218e+006	4.3356e+006
1787500	4.3463e+006	4.3357e+006	4.3451e+006
1790000	4.3313e+006	4.385e+006	4.3391e+006
1792500	4.3622e+006	4.3698e+006	4.3756e+006
1795000	4.3842e+006	4.4069e+006	4.3521e+006
1797500	4.4009e+006	4.3621e+006	4.4303e+006
1800000	4.3887e+006	4.3884e+006	4.3867e+006
1802500	4.3799e+006	4.4069e+006	4.4157e+006
1805000	4.4112e+006	4.3845e+006	4.4207e+006
1807500	4.3813e+006	4.3726e+006	4.4069e+006
1810000	5.0472e+006	4.4188e+006	4.424e+006
1812500	4.4453e+006	4.4496e+006	4.4186e+006
1815000	4.5365e+006	4.3977e+006	4.4469e+006
1817500	4.4533e+006	4.4512e+006	4.4288e+006
1820000	4.4484e+006	4.4238e+006	4.4495e+006
1822500	4.4021e+006	4.4809e+006	4.4614e+006
1825000	4.4784e+006	4.4739e+006	4.7242e+006
1827500	4.4245e+006	4.4313e+006	4.4443e+006
1830000	4.4268e+006	4.4459e+006	4.4689e+006
1832500	4.4497e+006	4.4695e+006	4.4865e+006
1835000	4.456e+006	4.4731e+006	4.4694e+006
1837500	4.4924e+006	4.4631e+006	4.4922e+006
1840000	4.5388e+006	4.504e+006	4.4971e+006
1842500	4.5143e+006	4.6724e+006	4.5303e+006
1845000	4.4974e+006	4.4997e+006	4.5143e+006
1847500	5.4765e+006	4.5067e+006	5.7611e+006
1850000	4.5418e+006	4.5167e+006	4.5287e+006
1852500	4.5209e+006	4.5258e+006	5.537e+006
1855000	4.5064e+006	4.4896e+006	4.5761e+006
1857500	4.5821e+006	4.583e+006	5.6694e+006
1860000	4.5645e+006	4.5573e+006	4.5381e+006
1862500	4.5373e+006	4.5751e+006	4.5482e+006
1865000	4.5427e+006	4.5521e+006	4.5468e+006
1867500	4.5159e+006	4.5405e+006	4.5789e+006
1870000	4.5447e+006	4.5655e+006	4.593e+006
1872500	4.549e+006	5.0184e+006	4.5994e+006
1875000	4.6145e+006	4.633e+006	4.5724e+006
1877500	4.6097e+006	4.548e+006	6.2464e+006
1880000	4.6123e+006	4.5612e+006	4.5814e+006
1882500	4.5744e+006	5.6446e+006	4.6825e+006
1885000	4.5888e+006	5.138e+006	4.6039e+006
1887500	5.0751e+006	4.6522e+006	4.6277e+006
1890000	4.6425e+006	4.582e+006	4.6208e+006
1892500	5.2113e+006	4.5944e+006	4.6265e+006
1895000	4.6492e+006	4.5887e+006	4.6103e+006
1897500	5.43e+006	4.5985e+006	4.6043e+006
1900000	4.6534e+006	4.6084e+006	4.6609e+006
1902500	4.6419e+006	4.638e+006	4.6062e+006
1905000	4.6593e+006	4.6227e+006	4.6149e+006
1907500	4.6788e+006	4.6119e+006	4.7492e+006
1910000	4.9945e+006	4.654e+006	4.6579e+006
1912500	5.0781e+006	4.6946e+006	4.7075e+006
1915000	4.6858e+006	4.6808e+006	4.6644e+006
1917500	4.7527e+006	4.6605e+006	4.697e+006
1920000	4.677e+006	4.696e+006	4.7252e+006
1922500	4.6906e+006	4.6564e+006	4.6811e+006
1925000	4.6701e+006	4.6921e+006	4.6855e+006
1927500	4.677e+006	4.6969e+006	4.6874e+006
1930000	4.7176e+006	4.708e+006	4.667e+006
1932500	4.71e+006	4.7046e+006	5.439e+006
1935000	4.7021e+006	4.7377e+006	4.7316e+006
1937500	4.6855e+006	4.727e+006	5.6986e+006
1940000	4.7425e+006	4.7047e+006	4.7265e+006
1942500	6.1381e+006	4.7453e+006	4.7052e+006
1945000	6.6742e+006	4.7665e+006	4.7992e+006
1947500	6.0224e+006	4.755e+006	4.7873e+006
1950000	5.8307e+006	4.7624e+006	4.737e+006
1952500	5.7845e+006	4.7383e+006	4.752e+006
1955000	5.5197e+006	4.7968e+006	4.7957e+006
1957500	5.4443e+006	4.7492e+006	4.761e+006
1960000	5.7356e+006	4.8058e+006	4.7876e+006
1962500	5.855e+006	5.6718e+006	4.754e+006
1965000	5.1775e+006	4.7933e+006	4.7706e+006
1967500	6.1511e+006	6.8528e+006	4.7605e+006
1970000	6.5284e+006	4.9898e+006	4.7815e+006
1972500	5.535e+006	4.8332e+006	4.7904e+006
1975000	6.5048e+006	4.8177e+006	4.7843e+006
1977500	5.5312e+006	4.8321e+006	4.8065e+006
1980000	5.4623e+006	4.8538e+006	4.8337e+006
1982500	5.6289e+006	4.8097e+006	5.1511e+006
1985000	5.835e+006	4.9356e+006	4.984e+006
1987500	5.7755e+006	4.8294e+006	5.9366e+006
1990000	7.4209e+006	4.8609e+006	4.8178e+006
1992500	6.151e+006	4.8535e+006	4.9552e+006
1995000	5.9559e+006	4.8846e+006	4.8572e+006
1997500	6.0849e+006	4.8686e+006	4.8666e+006
2000000	5.3731e+006	4.9134e+006	4.8929e+006
